Index,Review,Cleaned_Review,Cleaned_Name,Severity,Urgency,Customer_Satisfaction,Review_Days,Response_Days,Predicted_Category,Probabilities,Mapped_Category,Hygiene,Food Quality,Atmosphere,Value for Money,Service Issue,Positive Review,Food Options,Review_Date
1692,"Food was awful but the ambience was nice. They got a whole lot of variety of food. They used to be nice, but recently the service went down. We were asking for a glass of water and had to ask 3 times and wait 30 minutes to get it. I used to …",food awful ambience nice got whole lot variety food used nice recently service went asking glass water ask times wait minutes get used,pras,Medium,Non-Urgent,High Satisfaction,2190,2190,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9807297587394714, 0.9066033959388733]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,08-11-2018
1693,I feel overall starter quality has been decreased. Panner was not tasty and tasted bad. Mushroom was not fresh. Main course is decent. Overall i will rate ok.,feel overall starter quality decreased panner tasty tasted bad mushroom fresh main course decent overall rate ok,amit aggarwal,Medium,Non-Urgent,No Response,730,-1,"['Quality, taste, or freshness issues with food']",[0.9857378005981445],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
1694,"The place is a mess, there is no one taking care at reception. We had to arrange our own table by going inside and start asking the waiter. Food is ok. Better book a slot at 3pm, if you are going before that time then be prepared to get lost in the crowd. Too many people for the small space they have.",place mess one taking care reception arrange table going inside start asking waiter food ok better book slot pm going time prepared get lost crowd many people small space,radhakrishna manikonda,Low,Non-Urgent,High Satisfaction,730,730,"['Poor customer service or staff behavior', 'Cleanliness or hygiene issues']","[0.9781502485275269, 0.891761302947998]","['Service Issue', 'Hygiene']",1,0,0,0,1,0,0,07-11-2022
1695,"The starters are usual in non veg and veg. Prawns, chicken and fish for non veg and mushrooms, paneer, corn etc for veg. Some starters are served on table. The live counter is good with pasta, chats, exotic veggies and meats. The main …",starters usual non veg veg prawns chicken fish non veg mushrooms paneer corn etc veg starters served table live counter good pasta chats exotic veggies meats main,milo kat,Low,Non-Urgent,No Response,730,-1,['Positive review'],[0.5990825295448303],['Positive Review'],0,0,0,0,0,1,0,07-11-2022
1696,"The food was ok ok.. usually they would serve continuously, however i asked couple of times to serve something, there was no sign of serving. Also the valet parking is awful, I had to walk 500 m to get my car back. Overall the food is ok ok, but the service is not even 1 star",food ok ok usually would serve continuously however asked couple times serve something sign serving also valet parking awful walk get car back overall food ok ok service even star,mayukh de,Medium,Non-Urgent,High Satisfaction,730,730,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9971501231193542, 0.8204751014709473]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2022
1697,"Its an overrated restaurant in Bangalore. I have visited it at least thrice.
Their service is good but food taste is not good. Also ambiance is too crowded for me. Its real asset is its location which is on main road and close proximity to tech parks. Starters are Ok but main course and deserts are really tasteless.",overrated restaurant bangalore visited least thrice service good food taste good also ambiance crowded real asset location main road close proximity tech parks starters ok main course deserts really tasteless,rahul kumar,Low,Non-Urgent,No Response,1460,-1,"['Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Limited food options or menu variety', 'Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9977279305458069, 0.985893726348877, 0.9295851588249207, 0.8433570861816406, 0.8010010719299316]","['Food Quality', 'Atmosphere', 'Food Options', 'Service Issue', 'Value for Money']",0,1,1,1,1,0,1,07-11-2020
1698,"Place, Ambiance and service is good. Apparently food was not that great. Everything in the menu is very hot/Spicy. People who like spicy food might like this place better. However it no go for me. There was wide spread of deserts and was very good compared to appetizers or main course.",place ambiance service good apparently food great everything menu hotspicy people like spicy food might like place better however go wide spread deserts good compared appetizers main course,tej tyson,Low,Non-Urgent,No Response,2555,-1,"['Quality, taste, or freshness issues with food']",[0.7982105612754822],['Food Quality'],0,1,0,0,0,0,0,08-11-2017
1699,"Food quality: Good
Variety: good
Service: Slow because of weekend crowd …",food quality good variety good service slow weekend crowd,shaishav shah,Low,Non-Urgent,High Satisfaction,2190,2190,"['Quality, taste, or freshness issues with food']",[0.7968766689300537],['Food Quality'],0,1,0,0,0,0,0,08-11-2018
1700,"You will enjoy your time spent with team here, but food experience is mixed though. …",enjoy time spent team food experience mixed though,girish agrawal,Low,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9587311148643494, 0.8284612894058228]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,07-11-2022
1701,"Staff members are limited but customers are many, all the tables were full, there were only 4 or 5 staff members serving all the customers. Service was not good, we cannot even shout at those ppl bcoz they are also trying their best to …",staff members limited customers many tables full staff members serving customers service good even shout ppl bcoz also trying best,neelima srigiri,Low,Non-Urgent,High Satisfaction,1460,1460,['Poor customer service or staff behavior'],[0.9709593057632446],['Service Issue'],0,0,0,0,1,0,0,07-11-2020
1702,"Unfortunate to rate one star low after visiting AB at Marathahalli one more (last) time.. With my team of 40 members. Despite of advance booking, we didn't get enough seats. We had to send some part of the team to radison blue,which didn't …",unfortunate rate one star low visiting ab marathahalli one last time team members despite advance booking didnt get enough seats send part team radison bluewhich didnt,manohar bj,High,Urgent,High Satisfaction,1825,1825,['Poor customer service or staff behavior'],[0.6243475675582886],['Service Issue'],0,0,0,0,1,0,0,08-11-2019
1703,"Basically the concept is of Barbeque Nation, in which they have tried some modifications, but is very economical comparatively . The food, especially the starter section is good. But the main course loses its charm. But is definitely a …",basically concept barbeque nation tried modifications economical comparatively food especially starter section good main course loses charm definitely,abhishek gope,Low,Non-Urgent,High Satisfaction,730,730,['Concerns about pricing and value'],[0.917502760887146],['Value for Money'],0,0,0,1,0,0,0,07-11-2022
1704,There weren't any vegetarian options available. The atmosphere was little suffocating. They should increase the size of the place or else reduce some tables to make it look more spacious.,werent vegetarian options available atmosphere little suffocating increase size place else reduce tables make look spacious,shreya sharma,Medium,Non-Urgent,High Satisfaction,730,730,"['Limited food options or menu variety', 'Ambiance, noise levels, or atmosphere concerns']","[0.9928365349769592, 0.9834291934967041]","['Food Options', 'Atmosphere']",0,0,1,0,0,0,1,07-11-2022
1705,"Food was okayish, the deserts were disappointing. Chicken was kinda dry. Overall it was a very okayish experience.",food okayish deserts disappointing chicken kinda dry overall okayish experience,saideep naik,High,Urgent,High Satisfaction,330,330,"['Positive review', 'Quality, taste, or freshness issues with food']","[0.9223008155822754, 0.7894731163978577]","['Positive Review', 'Food Quality']",0,1,0,0,0,1,0,12-12-2023
1706,Quality degraded. I have been here last year and that time it was awesome. This time we visited for team lunch and it was not good. Fish was sweet in taste. Starters were kinda ok. There was much more rush at ice cream counter. That could have been avoided. People waiting for plates to get washed. I won't recommend ABs henceforth now,quality degraded last year time awesome time visited team lunch good fish sweet taste starters kinda ok much rush ice cream counter could avoided people waiting plates get washed wont recommend abs henceforth,pratik patil,Low,Non-Urgent,No Response,2190,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior', 'Cleanliness or hygiene issues']","[0.9968747496604919, 0.9666289687156677, 0.8387033343315125]","['Food Quality', 'Service Issue', 'Hygiene']",1,1,0,0,1,0,0,08-11-2018
1707,"Starters especially sea foods are tasty also corn starters very tasty.
Sweats and ice cream good.
Main dishes are worst. Had dum biriyani. No taste, even after reordered the dish , dish got even worse. Curd rise had bad smell which unexpected.",starters especially sea foods tasty also corn starters tasty sweats ice cream good main dishes worst dum biriyani taste even reordered dish dish got even worse curd rise bad smell unexpected,lakshmi narasimha k,High,Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food']",[0.9801347255706787],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
1708,"Starters are good for both veg and non veg..  Main course is ok only.

Ambience is not very impressive and washroom is not that clean. …",starters good veg non veg main course ok ambience impressive washroom clean,tushar pandey,Low,Non-Urgent,High Satisfaction,730,730,"['Cleanliness or hygiene issues', 'Ambiance, noise levels, or atmosphere concerns', 'Limited food options or menu variety']","[0.9820236563682556, 0.9602486491203308, 0.9002015590667725]","['Hygiene', 'Atmosphere', 'Food Options']",1,0,1,0,0,0,1,07-11-2022
1709,"Good for hangout, but not much varieties in buffet.  Starters, literally they ask you multiple times so you can have only starter's. I don't know why is like that. Buffet cost is higher than other places. Better not to try chicken Biryani in buffet. It tasted like not good for me",good hangout much varieties buffet starters literally ask multiple times starters dont know like buffet cost higher places better try chicken biryani buffet tasted like good,d naidu,Low,Non-Urgent,No Response,1825,-1,"['Limited food options or menu variety', 'Concerns about pricing and value', 'Quality, taste, or freshness issues with food']","[0.9980958104133606, 0.9806283116340637, 0.9712545275688171]","['Food Options', 'Value for Money', 'Food Quality']",0,1,0,1,0,0,1,08-11-2019
1710,Ordered non veg couple lunch. Everything is not good only punjabi chicken tikka is good. Biriyani is like other country style and rice is not boiled well. Overall not worth for money and not good for food lovers.,ordered non veg couple lunch everything good punjabi chicken tikka good biriyani like country style rice boiled well overall worth money good food lovers,satheesh kumar,Low,Non-Urgent,High Satisfaction,730,730,"['Concerns about pricing and value', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9861001372337341, 0.9769988656044006, 0.7989202737808228]","['Value for Money', 'Food Quality', 'Food Options']",0,1,0,1,0,0,1,07-11-2022
1711,"I have been more than 10 times, If you visit just be max number 3 to 5 for 5 🌟 better service. We have been 40+ recently and worst service ever maybe because he discount 5 seats. More people he will not be able to manage, not even 5% service compared to previous visits. Food is 5 start price is also fine for ambiance. …",times visit max number better service recently worst service ever maybe discount seats people able manage even service compared previous visits food start price also fine ambiance,xbin game engine,Medium,Non-Urgent,High Satisfaction,2190,2190,"['Poor customer service or staff behavior', 'Concerns about pricing and value']","[0.9828807711601257, 0.9438452124595642]","['Service Issue', 'Value for Money']",0,0,0,1,1,0,0,08-11-2018
1712,"Good place to visit once. Ambience and service is good. I have ordered strawberry juice for complimentary drink but it looks more of a water with strawberry flavour rather than a juice. Chicken kebab leg piece, mutton roll pieces are good. Good options for desserts. Sankranthi sweets gajak, chikki are very good",good place visit ambience service good ordered strawberry juice complimentary drink looks water strawberry flavour rather juice chicken kebab leg piece mutton roll pieces good good options desserts sankranthi sweets gajak chikki good,techgeek sriram,Low,Non-Urgent,No Response,1460,-1,"['Positive review', 'Quality, taste, or freshness issues with food']","[0.9843512177467346, 0.8688392043113708]","['Positive Review', 'Food Quality']",0,1,0,0,0,1,0,07-11-2020
1713,"After hearing much hype about this restaurant, we wine on a Sunday afternoon and the place was so full even during Covid time. Congested actually. So going on weekends...Not a great idea. …",hearing much hype restaurant wine sunday afternoon place full even covid time congested actually going weekendsnot great idea,assaultk,Low,Non-Urgent,No Response,1095,-1,"['Ambiance, noise levels, or atmosphere concerns']",[0.9339627623558044],['Atmosphere'],0,0,1,0,0,0,0,07-11-2021
1714,"After serving starters.. Staff won't care about our requests on certain dishes. We requested for a dish. After multiple remainders they arranged it at the time of paying bill. Happened the same situation multiple times, keeping worst service they provide a side.. Food is delicious",serving starters staff wont care requests certain dishes requested dish multiple remainders arranged time paying bill happened situation multiple times keeping worst service provide side food delicious,praveen gummadidala,Medium,Non-Urgent,High Satisfaction,730,730,['Poor customer service or staff behavior'],[0.9941203594207764],['Service Issue'],0,0,0,0,1,0,0,07-11-2022
1715,"The desserts and main course were good, all the fish items in the starters did not feel very good",desserts main course good fish items starters feel good,eby mohan,Low,Non-Urgent,High Satisfaction,300,300,"['Quality, taste, or freshness issues with food']",[0.9110243916511536],['Food Quality'],0,1,0,0,0,0,0,11-01-2024
1716,Ambience is not that great! Could have been better. Starters were good but somehow it was served a bit cold so you must request them to be warmer. Roasted corns as usual are always good and my favourite. Veg kabab was also good. They serve …,ambience great could better starters good somehow served bit cold must request warmer roasted corns usual always good favourite veg kabab also good serve,kajal poddar,Low,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food']",[0.9420195817947388],['Food Quality'],0,1,0,0,0,0,0,07-11-2022
1717,only the starters were good  the main course was not up to the expectations. Biriyani was the worst only 3/4 potions were available in the main course.,starters good main course expectations biriyani worst potions available main course,abilash kv,Medium,Non-Urgent,High Satisfaction,365,365,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9068834781646729, 0.827064573764801]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2023
1718,"Same old options, not many to choose for starter or main course. Main course taste was not good barring few options.
Even if they say they start from 12 for lunch, the actual counter open time is 12.25 PM. Price is reasonable, but taste must be improved.",old options many choose starter main course main course taste good barring options even say start lunch actual counter open time pm price reasonable taste must improved,subhendu sekhar sahoo,Low,Non-Urgent,No Response,1095,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Concerns about pricing and value']","[0.9972487688064575, 0.9768644571304321, 0.9764828681945801]","['Food Options', 'Food Quality', 'Value for Money']",0,1,0,1,0,0,1,07-11-2021
1719,"Good place to have your family, friends & office parties.. I have been here multiple times but during my last visit the things very very unmanageable & untidy. Plates were not washed properly, one can see them still oily post wash though …",good place family friends office parties multiple times last visit things unmanageable untidy plates washed properly one see still oily post wash though,sohail arshad khan sak,Low,Non-Urgent,High Satisfaction,730,730,['Cleanliness or hygiene issues'],[0.9496731162071228],['Hygiene'],1,0,0,0,0,0,0,07-11-2022
1720,The deserts are not good. Very bad pil used for Gulab Jamun and Jalebi. Even the pastries were hard,deserts good bad pil used gulab jamun jalebi even pastries hard,abhishek singh,Medium,Non-Urgent,High Satisfaction,365,365,"['Quality, taste, or freshness issues with food']",[0.9555864930152893],['Food Quality'],0,1,0,0,0,0,0,07-11-2023
1721,Food is okay but they are overlooking as a result its highly crowded. The ambience and food is not like how it was earlier. People who had been here before v bid can definitely relate it.,food okay overlooking result highly crowded ambience food like earlier people v bid definitely relate,debalina ghosh,Low,Non-Urgent,No Response,730,-1,"['Ambiance, noise levels, or atmosphere concerns']",[0.9592324495315552],['Atmosphere'],0,0,1,0,0,0,0,07-11-2022
1722,"The have excellent variety of meat one can indulge in from emmu, rabbit, duck, shark, etc. It's an absolute pleasure for a non vegetarian. A drawback is when you ask them to reduce the spice in the starters it becomes bland. Great ambience …",excellent variety meat one indulge emmu rabbit duck shark etc absolute pleasure non vegetarian drawback ask reduce spice starters becomes bland great ambience,neha george,Low,Non-Urgent,High Satisfaction,2190,2190,['Positive review'],[0.25970888137817383],['Positive Review'],0,0,0,0,0,1,0,08-11-2018
1723,"A good place for large groups to enjoy the Barbeque experience.
Service is average with staff mostly speaking only Hindi.
While getting here make sure to take the service road from the main road. …",good place large groups enjoy barbeque experience service average staff mostly speaking hindi getting make sure take service road main road,kesavan nanjappan,Low,Non-Urgent,High Satisfaction,1825,1825,['Positive review'],[0.8741425275802612],['Positive Review'],0,0,0,0,0,1,0,08-11-2019
1724,"Very average food especially the main course. The spread was too small compared to the rivals. Ac wasn't working, average food, congested place. Can give a try just to explore.",average food especially main course spread small compared rivals ac wasnt working average food congested place give try explore,rahul shenoy,Medium,Non-Urgent,High Satisfaction,730,730,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.910514235496521, 0.8550193309783936]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2022
1725,"It's a nice place to have bbq..but too crowded..and all the items are not having quality.. they should improve the taste of items..
I visited on weekends.. service boys were good but looked tired..and sometimes …",nice place bbqbut crowdedand items quality improve taste items visited weekends service boys good looked tiredand sometimes,satish kumar gupta,Low,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Ambiance, noise levels, or atmosphere concerns', 'Poor customer service or staff behavior']","[0.9979390501976013, 0.9608158469200134, 0.9501588344573975]","['Food Quality', 'Atmosphere', 'Service Issue']",0,1,1,0,1,0,0,08-11-2019
1726,"We were about 25 people, so it was difficult getting a proper seating. Serving was fine, although due to lot of crowd quality and servings were few and far and needed comstant reminder. Ambience is good.",people difficult getting proper seating serving fine although due lot crowd quality servings far needed comstant reminder ambience good,kulbhushan kanadka sachidananda,Medium,Non-Urgent,No Response,1825,-1,['Positive review'],[0.5210793018341064],['Positive Review'],0,0,0,0,0,1,0,08-11-2019
1727,"Too crowded...we were asked to be seated in  bar chairs even after booking on a weekday.  Cold starters were served. Though staff were trying their best...but it's management irresponsibility to accept too much people.
Starter is very stereotype.... except the 3 stars are only for main course.",crowdedwe asked seated bar chairs even booking weekday cold starters served though staff trying bestbut management irresponsibility accept much people starter stereotype except stars main course,lagnajit mohapatra,Medium,Non-Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Limited food options or menu variety', 'Concerns about pricing and value']","[0.9771844744682312, 0.9022231101989746, 0.8171846270561218]","['Service Issue', 'Food Options', 'Value for Money']",0,0,0,1,1,0,1,08-11-2019
1728,Starters are okay but sometimes food didn't feel fresh and felt froze. There are very limited food options. Sweets were very poor in taste. Okay for one time go.,starters okay sometimes food didnt feel fresh felt froze limited food options sweets poor taste okay one time go,kapil katdare,Low,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.9948301911354065, 0.9946554899215698]","['Food Quality', 'Food Options']",0,1,0,0,0,0,1,07-11-2022
1729,Can try once for team lunch. Not that noteworthy items served in starters for veg. Just yet another buffet place.,try team lunch noteworthy items served starters veg yet another buffet place,vaishnavi mathavan,Medium,Non-Urgent,High Satisfaction,270,270,['Limited food options or menu variety'],[0.9655418992042542],['Food Options'],0,0,0,0,0,0,1,10-02-2024
1730,"Used to really like the food of Abs, before lookdown. I went recently, and was really dissappointed. …",used really like food abs lookdown went recently really dissappointed,abhishek chatterji,Low,Non-Urgent,No Response,1095,-1,"['Quality, taste, or freshness issues with food']",[0.8541144728660583],['Food Quality'],0,1,0,0,0,0,0,07-11-2021
1731,"Food is good . varieties of starter  but not so much variety  in main course , though we are unable to eat any main course item after starter. Sweet item are tasty i like the pan flavor ice cream . everybody should try that.Service will be delayed if there is rush , which happens normally :)))))))). Overall  it is fine dine in option .",food good varieties starter much variety main course though unable eat main course item starter sweet item tasty like pan flavor ice cream everybody try thatservice delayed rush happens normally overall fine dine option,soumya parida,Low,Non-Urgent,No Response,2555,-1,"['Limited food options or menu variety', 'Positive review']","[0.9938455820083618, 0.9835414290428162]","['Food Options', 'Positive Review']",0,0,0,0,0,1,1,08-11-2017
1732,Starters and few deserts otherwise other items does not taste that great. Marathahalli ABs is little conjusted and always go with booking and at proper time.,starters deserts otherwise items taste great marathahalli abs little conjusted always go booking proper time,vinay nayak,Low,Non-Urgent,No Response,730,-1,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9967771768569946, 0.9787604808807373]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2022
1733,Food taste can be improved,food taste improved,tabassum fatma,Medium,Non-Urgent,High Satisfaction,90,90,"['Quality, taste, or freshness issues with food']",[0.9617114067077637],['Food Quality'],0,1,0,0,0,0,0,08-08-2024
1734,This place was good. Foods are good. They should work on cleanliness little more. We also suggested some changes like changing of plastics bowl for ice creams or live kitchen to either glass or ceramics.,place good foods good work cleanliness little also suggested changes like changing plastics bowl ice creams live kitchen either glass ceramics,sameer prakash pradhan ridencookwsam,Low,Non-Urgent,No Response,1095,-1,"['Cleanliness or hygiene issues', 'Positive review']","[0.9805670380592346, 0.9624722599983215]","['Hygiene', 'Positive Review']",1,0,0,0,0,1,0,07-11-2021
1735,Food wasn't served till the whole group arrived. But the taste was good. Good board games available . They ensure food is served in limited quantities so no waste yet you get to take as much as you want!,food wasnt served till whole group arrived taste good good board games available ensure food served limited quantities waste yet get take much want,madhura bhat,Low,Non-Urgent,No Response,1825,-1,"['Positive review', 'Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9529719948768616, 0.9285500049591064, 0.8247209787368774]","['Positive Review', 'Food Options', 'Food Quality']",0,1,0,0,0,1,1,08-11-2019
1736,"It had been one of fav restaurants in the past. But the quality of both food and service has degraded post COVID. Staff is courteous, but Food was just ok, place was extremely crowded and service terribly delayed. I really hope this is just a temporary situation and they will get better down the line.",one fav restaurants past quality food service degraded post covid staff courteous food ok place extremely crowded service terribly delayed really hope temporary situation get better line,pallabi patnaik,Medium,Non-Urgent,High Satisfaction,730,730,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9858282804489136, 0.8421871662139893]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,07-11-2022
1737,Has become lame over time. They need to revamp their menu. Their starters are not worth the visit anymore,become lame time need revamp menu starters worth visit anymore,sreejit ramakumar,Medium,Non-Urgent,High Satisfaction,270,270,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food', 'Concerns about pricing and value']","[0.977748692035675, 0.9348212480545044, 0.9241504669189453]","['Food Options', 'Food Quality', 'Value for Money']",0,1,0,1,0,0,1,10-02-2024
1738,"The food undoubtedly is best with all the varieties . But in  comparison to other AB's the experience in here wasn't up to the mark plus our bad day , the table we got had too much heat fron the nearby kitchen which killed the mood and …",food undoubtedly best varieties comparison abs experience wasnt mark plus bad day table got much heat fron nearby kitchen killed mood,bharat ram reddy,Medium,Non-Urgent,High Satisfaction,2555,2555,"['Ambiance, noise levels, or atmosphere concerns', 'Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9724543690681458, 0.9576535224914551, 0.9324720501899719]","['Atmosphere', 'Service Issue', 'Food Quality']",0,1,1,0,1,0,0,08-11-2017
1739,Very Good hangout with few great dishes and the staff were supportive too except for the review asking part else a great place to enjoy eating. Would recommend for people with good appetite for hunger and also would recommend to go with more people. Altogether had a few great experience with the place.,good hangout great dishes staff supportive except review asking part else great place enjoy eating would recommend people good appetite hunger also would recommend go people altogether great experience place,dj vinodh,Low,Non-Urgent,High Satisfaction,1825,1825,"['Positive review', 'Quality, taste, or freshness issues with food']","[0.9946580529212952, 0.8466223478317261]","['Positive Review', 'Food Quality']",0,1,0,0,0,1,0,08-11-2019
1740,"The food wasn't as good as the Whitefield branch, especially the starters which lacked flavour. Barbeque nation is better in terms of flavour although AB's does have more variety in the live counter, e.g. exotic meats.",food wasnt good whitefield branch especially starters lacked flavour barbeque nation better terms flavour although abs variety live counter eg exotic meats,han,Low,Non-Urgent,High Satisfaction,365,365,"['Quality, taste, or freshness issues with food']",[0.9874111413955688],['Food Quality'],0,1,0,0,0,0,0,07-11-2023
1741,"Varieties are OK for vegetarian preferences. Not much of aww factor savouring dish. Yet the waiters takes suggestion from you and try to make customized dishes, yet failed to satisfy the taste buds. Live counters are lip smacking only …",varieties ok vegetarian preferences much aww factor savouring dish yet waiters takes suggestion try make customized dishes yet failed satisfy taste buds live counters lip smacking,badhrish srinivas,Low,Non-Urgent,No Response,1825,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9690123796463013, 0.9643183946609497]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,08-11-2019
1742,"The taste of the food was very average compared to other outlets.

We ordered couple of things from live chat counter which was not delivered till …",taste food average compared outlets ordered couple things live chat counter delivered till,archana ca,Medium,Non-Urgent,High Satisfaction,730,730,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.978552520275116, 0.9342172741889954]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,07-11-2022
1743,"Even though the spread was good, serving is too late on the grill. They couldn't manage the crowd well. Waiters give arrogant reply when you say items are not good. Grill items were half cooked.  People come just for the sake of name and they are taking advantage of it...",even though spread good serving late grill couldnt manage crowd well waiters give arrogant reply say items good grill items half cooked people come sake name taking advantage,sunil kumar,Low,Non-Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.986845850944519, 0.8588634133338928]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,08-11-2019
1744,Options for vegetarians not that great. Non veg options are better but not that tasty. Service is excellent. Live counters are available for veg and non veg. Birthday celebration by the staff with cake(complimentary) was good. Booking a table in advance is recommended,options vegetarians great non veg options better tasty service excellent live counters available veg non veg birthday celebration staff cakecomplimentary good booking table advance recommended,sreenath pamuru,Low,Non-Urgent,No Response,2190,-1,"['Quality, taste, or freshness issues with food', 'Positive review', 'Limited food options or menu variety']","[0.9665667414665222, 0.9252035021781921, 0.8869825005531311]","['Food Quality', 'Positive Review', 'Food Options']",0,1,0,0,0,1,1,08-11-2018
1745,Ab-Absolute Barbecues...A place where the starters are not good and very poor service. we had a good opinion by seeing the reviews but after visiting we were not happy with the food. I think there is a lot of hype created about this place. …,ababsolute barbecuesa place starters good poor service good opinion seeing reviews visiting happy food think lot hype created place,maria jenifer,Low,Non-Urgent,No Response,3285,-1,"['Quality, taste, or freshness issues with food', 'Poor customer service or staff behavior']","[0.9815890192985535, 0.9671631455421448]","['Food Quality', 'Service Issue']",0,1,0,0,1,0,0,09-11-2015
1746,Total chaos. Food tastes amazing but the service needs major overhaul. We went here for a team dinner over a weekday and it took the staff more than 40 minutes just to get the grills added onto the tables. But I guess that is because of extremely high demand at this place given it's so close the the Tech Parks,total chaos food tastes amazing service needs major overhaul went team dinner weekday took staff minutes get grills added onto tables guess extremely high demand place given close tech parks,nishant prakash,Low,Non-Urgent,No Response,1825,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food']","[0.9948241710662842, 0.9474996328353882]","['Service Issue', 'Food Quality']",0,1,0,0,1,0,0,08-11-2019
1747,I really loved the service.. i went to chennai ABs also but the service here is great. The food tasted ok only.. menu also similar menu we have in barbeque,really loved service went chennai abs also service great food tasted ok menu also similar menu barbeque,yogaa lakshmi,Low,Non-Urgent,High Satisfaction,365,365,"['Positive review', 'Quality, taste, or freshness issues with food']","[0.9916412830352783, 0.8178788423538208]","['Positive Review', 'Food Quality']",0,1,0,0,0,1,0,07-11-2023
1748,"Cramped even on a week day like Tuesday. Food is good (4.5/5). But a lot of queue, you need to stand in long queues for anything other than the barbeque starter items which you get at your table. So, for ambiance (1/5) and crowd management …",cramped even week day like tuesday food good lot queue need stand long queues anything barbeque starter items get table ambiance crowd management,pratap kumar das,Low,Non-Urgent,No Response,2555,-1,['Limited food options or menu variety'],[0.943699300289154],['Food Options'],0,0,0,0,0,0,1,08-11-2017
1749,"Today i visited this place.Most of barbeque like prawn,chicken,fish was spicy due to which you can't consume more and very crowded due to which food service was not good.Pizza counter was always empty even though the menu card has some …",today visited placemost barbeque like prawnchickenfish spicy due cant consume crowded due food service goodpizza counter always empty even though menu card,bibhu kalyan das,High,Urgent,No Response,1095,-1,"['Poor customer service or staff behavior', 'Quality, taste, or freshness issues with food', 'Limited food options or menu variety']","[0.8916152715682983, 0.8883661031723022, 0.8653819561004639]","['Service Issue', 'Food Quality', 'Food Options']",0,1,0,0,1,0,1,07-11-2021
1750,"Good. But same menu for years, they've not innovated anything. average taste.
There are many good restaurants nearby.
Good for office team lunch 😊 …",good menu years theyve innovated anything average taste many good restaurants nearby good office team lunch,pradeep kumar,Low,Non-Urgent,High Satisfaction,730,730,"['Limited food options or menu variety', 'Quality, taste, or freshness issues with food']","[0.9567177891731262, 0.8191827535629272]","['Food Options', 'Food Quality']",0,1,0,0,0,0,1,07-11-2022
1751,"I personally feel like the price is very high since there are no much dishes worth the price an individual pays. The best dish available is the customised chats where user can select different types of sauces, rice & add-ons for a chat which is just awesome",personally feel like price high since much dishes worth price individual pays best dish available customised chats user select different types sauces rice addons chat awesome,bharath sl,Low,Non-Urgent,No Response,1825,-1,"['Concerns about pricing and value', 'Limited food options or menu variety']","[0.9961361885070801, 0.8354386687278748]","['Value for Money', 'Food Options']",0,0,0,1,0,0,1,08-11-2019
